,Unit Id,Grand total,Black total,Hispanic total,Grand total women,Year,UNITID,HRTOTLT,DVHRBKT,DVHRHST,HRBKAAT,HRTOTLW,HRHISPT
4404,,,,,,2010,109785.0,459.0,,,27.0,239.0,30.0
4442,,,,,,2010,109819.0,261.0,,,12.0,122.0,32.0
4479,,,,,,2010,109907.0,29.0,,,2.0,12.0,4.0
4511,,,,,,2010,109934.0,10.0,,,1.0,8.0,3.0
4535,,,,,,2010,110185.0,29.0,,,0.0,13.0,0.0
4563,,,,,,2010,110246.0,192.0,,,1.0,102.0,9.0
4595,,,,,,2010,110307.0,15.0,,,1.0,9.0,1.0
4625,,,,,,2010,110334.0,203.0,,,3.0,108.0,25.0
4664,,,,,,2010,110398.0,65.0,,,5.0,28.0,3.0
4715,,,,,,2010,110404.0,933.0,,,8.0,221.0,22.0
4768,,,,,,2010,110413.0,179.0,,,4.0,83.0,11.0
4815,,,,,,2010,110422.0,770.0,,,10.0,261.0,41.0
4868,,,,,,2010,110486.0,262.0,,,10.0,125.0,31.0
4916,,,,,,2010,110495.0,291.0,,,10.0,139.0,25.0
4990,,,,,,2010,110510.0,443.0,,,23.0,217.0,43.0
5040,,,,,,2010,110529.0,565.0,,,14.0,237.0,53.0
5091,,,,,,2010,110538.0,500.0,,,6.0,218.0,16.0
5147,,,,,,2010,110547.0,303.0,,,26.0,163.0,37.0
5193,,,,,,2010,110556.0,669.0,,,26.0,296.0,69.0
5245,,,,,,2010,110565.0,944.0,,,31.0,461.0,74.0
5297,,,,,,2010,110574.0,350.0,,,24.0,174.0,32.0
5349,,,,,,2010,110583.0,995.0,,,33.0,483.0,87.0
5403,,,,,,2010,110592.0,580.0,,,32.0,290.0,92.0
5452,,,,,,2010,110608.0,893.0,,,43.0,448.0,106.0
5504,,,,,,2010,110617.0,696.0,,,28.0,323.0,47.0
5558,,,,,,2010,110635.0,3009.0,,,60.0,1073.0,135.0
5620,,,,,,2010,110644.0,3521.0,,,58.0,1427.0,182.0
5678,,,,,,2010,110653.0,2299.0,,,50.0,928.0,115.0
5736,,,,,,2010,110662.0,4263.0,,,92.0,1531.0,195.0
5796,,,,,,2010,110671.0,1040.0,,,32.0,371.0,57.0
5856,,,,,,2010,110680.0,3388.0,,,49.0,1150.0,168.0
5915,,,,,,2010,110699.0,3393.0,,,60.0,1578.0,135.0
5970,,,,,,2010,110705.0,1327.0,,,21.0,453.0,77.0
6027,,,,,,2010,110714.0,792.0,,,17.0,320.0,66.0
6073,,,,,,2010,111009.0,12.0,,,0.0,4.0,0.0
6101,,,,,,2010,111188.0,64.0,,,1.0,13.0,3.0
6143,,,,,,2010,111391.0,41.0,,,2.0,16.0,1.0
6174,,,,,,2010,111638.0,8.0,,,1.0,3.0,0.0
6201,,,,,,2010,111887.0,255.0,,,11.0,138.0,61.0
6232,,,,,,2010,111896.0,55.0,,,0.0,27.0,2.0
6263,,,,,,2010,111920.0,183.0,,,8.0,97.0,20.0
6296,,,,,,2010,111939.0,222.0,,,15.0,131.0,39.0
6336,,,,,,2010,111948.0,423.0,,,9.0,166.0,15.0
6393,,,,,,2010,111966.0,95.0,,,33.0,51.0,6.0
6441,,,,,,2010,112075.0,103.0,,,3.0,50.0,4.0
6489,,,,,,2010,112084.0,18.0,,,1.0,9.0,0.0
6530,,,,,,2010,112172.0,156.0,,,9.0,80.0,35.0
6571,,,,,,2010,112190.0,665.0,,,45.0,399.0,72.0
6606,,,,,,2010,112251.0,102.0,,,5.0,39.0,5.0
6643,,,,,,2010,112260.0,167.0,,,2.0,55.0,9.0
6682,,,,,,2010,112367.0,13.0,,,0.0,11.0,2.0
6723,,,,,,2010,112385.0,43.0,,,0.0,24.0,6.0
6757,,,,,,2010,112525.0,313.0,,,7.0,151.0,16.0
6798,,,,,,2010,112561.0,48.0,,,0.0,25.0,6.0
6828,,,,,,2010,112686.0,98.0,,,34.0,53.0,26.0
6873,,,,,,2010,112826.0,86.0,,,15.0,51.0,15.0
6901,,,,,,2010,113096.0,176.0,,,12.0,97.0,24.0
6929,,,,,,2010,113193.0,165.0,,,0.0,87.0,19.0
6961,,,,,,2010,113236.0,198.0,,,5.0,116.0,31.0
6998,,,,,,2010,113333.0,269.0,,,20.0,142.0,36.0
7027,,,,,,2010,113449.0,11.0,,,0.0,11.0,6.0
7052,,,,,,2010,113573.0,88.0,,,3.0,41.0,9.0
7090,,,,,,2010,113634.0,256.0,,,12.0,133.0,20.0
7124,,,,,,2010,113856.0,289.0,,,10.0,153.0,85.0
7156,,,,,,2010,113980.0,334.0,,,19.0,180.0,46.0
7180,,,,,,2010,114044.0,19.0,,,1.0,8.0,4.0
7204,,,,,,2010,114266.0,137.0,,,10.0,81.0,32.0
7242,,,,,,2010,114354.0,73.0,,,8.0,46.0,6.0
7291,,,,,,2010,114390.0,12.0,,,0.0,8.0,0.0
7334,,,,,,2010,114415.0,4.0,,,1.0,4.0,0.0
7368,,,,,,2010,114549.0,56.0,,,7.0,36.0,4.0
7405,,,,,,2010,114716.0,180.0,,,9.0,110.0,24.0
7431,,,,,,2010,114761.0,4.0,,,0.0,3.0,0.0
7450,,,,,,2010,114789.0,353.0,,,13.0,189.0,70.0
7481,,,,,,2010,114813.0,105.0,,,1.0,46.0,2.0
7540,,,,,,2010,114859.0,280.0,,,7.0,140.0,32.0
7574,,,,,,2010,114938.0,75.0,,,1.0,44.0,16.0
7607,,,,,,2010,114947.0,24.0,,,0.0,11.0,0.0
7639,,,,,,2010,115001.0,233.0,,,5.0,126.0,24.0
7676,,,,,,2010,115126.0,132.0,,,5.0,77.0,18.0
7728,,,,,,2010,115409.0,98.0,,,2.0,40.0,4.0
7754,,,,,,2010,115658.0,6.0,,,0.0,6.0,5.0
7777,,,,,,2010,115755.0,273.0,,,6.0,127.0,11.0
7824,,,,,,2010,115773.0,22.0,,,2.0,14.0,1.0
7857,,,,,,2010,115861.0,160.0,,,3.0,81.0,37.0
7880,,,,,,2010,116350.0,16.0,,,3.0,11.0,2.0
7898,,,,,,2010,116439.0,150.0,,,2.0,74.0,20.0
7924,,,,,,2010,116466.0,7.0,,,0.0,1.0,0.0
7945,,,,,,2010,116475.0,4.0,,,1.0,0.0,0.0
7966,,,,,,2010,116484.0,7.0,,,0.0,3.0,1.0
7986,,,,,,2010,116563.0,10.0,,,0.0,8.0,1.0
8013,,,,,,2010,116712.0,52.0,,,4.0,30.0,2.0
8047,,,,,,2010,117052.0,221.0,,,7.0,114.0,47.0
8074,,,,,,2010,117104.0,11.0,,,1.0,2.0,2.0
8100,,,,,,2010,117140.0,238.0,,,9.0,125.0,22.0
8134,,,,,,2010,117195.0,43.0,,,0.0,22.0,3.0
8161,,,,,,2010,117238.0,4.0,,,0.0,3.0,2.0
8183,,,,,,2010,117247.0,134.0,,,25.0,76.0,16.0
8211,,,,,,2010,117274.0,36.0,,,0.0,15.0,1.0
8246,,,,,,2010,117645.0,328.0,,,26.0,184.0,57.0
8283,,,,,,2010,117681.0,1.0,,,0.0,0.0,0.0
8315,,,,,,2010,117690.0,110.0,,,14.0,63.0,16.0
8347,,,,,,2010,117706.0,193.0,,,9.0,118.0,18.0
8377,,,,,,2010,117715.0,81.0,,,36.0,49.0,12.0
8407,,,,,,2010,117724.0,181.0,,,31.0,86.0,36.0
8441,,,,,,2010,117733.0,176.0,,,16.0,95.0,26.0
8474,,,,,,2010,117788.0,200.0,,,19.0,97.0,27.0
8502,,,,,,2010,117803.0,35.0,,,6.0,32.0,8.0
8523,,,,,,2010,117867.0,80.0,,,3.0,44.0,17.0
8555,,,,,,2010,117894.0,131.0,,,13.0,70.0,20.0
8607,,,,,,2010,117946.0,550.0,,,32.0,242.0,57.0
8649,,,,,,2010,118134.0,2.0,,,0.0,1.0,1.0
8662,,,,,,2010,118143.0,2.0,,,0.0,1.0,0.0
8676,,,,,,2010,118189.0,7.0,,,0.0,5.0,1.0
8698,,,,,,2010,118198.0,25.0,,,2.0,18.0,1.0
8731,,,,,,2010,118259.0,6.0,,,1.0,6.0,0.0
8757,,,,,,2010,118277.0,43.0,,,8.0,38.0,5.0
8788,,,,,,2010,118286.0,13.0,,,1.0,10.0,2.0
8817,,,,,,2010,118347.0,124.0,,,7.0,75.0,11.0
8854,,,,,,2010,118541.0,33.0,,,4.0,16.0,3.0
8891,,,,,,2010,118684.0,50.0,,,0.0,24.0,4.0
8919,,,,,,2010,118718.0,171.0,,,6.0,93.0,27.0
8955,,,,,,2010,118772.0,74.0,,,26.0,48.0,8.0
8978,,,,,,2010,118958.0,3.0,,,1.0,3.0,2.0
8995,,,,,,2010,118967.0,10.0,,,0.0,8.0,3.0
9021,,,,,,2010,118976.0,218.0,,,10.0,113.0,18.0
9055,,,,,,2010,119067.0,115.0,,,3.0,60.0,11.0
9092,,,,,,2010,119137.0,157.0,,,3.0,89.0,22.0
9128,,,,,,2010,119164.0,389.0,,,20.0,205.0,58.0
9168,,,,,,2010,119173.0,120.0,,,10.0,88.0,1.0
9214,,,,,,2010,119216.0,116.0,,,9.0,58.0,13.0
9254,,,,,,2010,119234.0,1.0,,,0.0,0.0,1.0
9281,,,,,,2010,119331.0,97.0,,,3.0,60.0,18.0
9307,,,,,,2010,119845.0,7.0,,,1.0,4.0,3.0
9340,,,,,,2010,120290.0,120.0,,,4.0,72.0,13.0
9371,,,,,,2010,120342.0,247.0,,,10.0,125.0,27.0
9400,,,,,,2010,120421.0,89.0,,,5.0,44.0,32.0
9434,,,,,,2010,120698.0,30.0,,,2.0,18.0,3.0
9466,,,,,,2010,120740.0,9.0,,,1.0,5.0,1.0
9493,,,,,,2010,120768.0,14.0,,,5.0,10.0,2.0
9523,,,,,,2010,120795.0,11.0,,,1.0,7.0,0.0
9563,,,,,,2010,120865.0,92.0,,,7.0,46.0,3.0
9608,,,,,,2010,120953.0,29.0,,,1.0,9.0,5.0
9646,,,,,,2010,120971.0,269.0,,,5.0,137.0,31.0
9684,,,,,,2010,121150.0,386.0,,,18.0,150.0,23.0
9755,,,,,,2010,121257.0,81.0,,,3.0,46.0,15.0
9800,,,,,,2010,121309.0,136.0,,,4.0,56.0,7.0
9847,,,,,,2010,121345.0,222.0,,,8.0,100.0,24.0
9885,,,,,,2010,121363.0,63.0,,,1.0,32.0,9.0
9918,,,,,,2010,121619.0,235.0,,,5.0,127.0,58.0
9959,,,,,,2010,121691.0,202.0,,,7.0,96.0,6.0
10009,,,,,,2010,121886.0,177.0,,,6.0,89.0,56.0
10046,,,,,,2010,121901.0,211.0,,,6.0,106.0,32.0
10074,,,,,,2010,121992.0,7.0,,,0.0,5.0,3.0
10098,,,,,,2010,122180.0,306.0,,,23.0,174.0,34.0
10129,,,,,,2010,122205.0,243.0,,,5.0,139.0,21.0
10166,,,,,,2010,122296.0,115.0,,,4.0,90.0,4.0
10230,,,,,,2010,122339.0,173.0,,,19.0,102.0,29.0
10259,,,,,,2010,122375.0,249.0,,,17.0,128.0,29.0
10290,,,,,,2010,122384.0,121.0,,,5.0,53.0,11.0
10325,,,,,,2010,122409.0,834.0,,,23.0,374.0,66.0
10382,,,,,,2010,122436.0,418.0,,,11.0,199.0,34.0
10441,,,,,,2010,122454.0,23.0,,,1.0,10.0,2.0
10480,,,,,,2010,122506.0,29.0,,,1.0,9.0,2.0
10525,,,,,,2010,122597.0,821.0,,,38.0,405.0,55.0
10580,,,,,,2010,122612.0,479.0,,,25.0,238.0,48.0
10624,,,,,,2010,122649.0,9.0,,,0.0,4.0,0.0
10656,,,,,,2010,122658.0,207.0,,,13.0,99.0,9.0
10712,,,,,,2010,122746.0,121.0,,,12.0,69.0,27.0
10749,,,,,,2010,122755.0,688.0,,,16.0,333.0,38.0
10798,,,,,,2010,122889.0,386.0,,,10.0,213.0,58.0
10837,,,,,,2010,122931.0,515.0,,,16.0,232.0,40.0
10879,,,,,,2010,122977.0,316.0,,,35.0,177.0,41.0
10915,,,,,,2010,123013.0,290.0,,,3.0,163.0,25.0
10958,,,,,,2010,123165.0,84.0,,,3.0,49.0,10.0
10999,,,,,,2010,123217.0,161.0,,,7.0,85.0,30.0
11038,,,,,,2010,123299.0,124.0,,,3.0,58.0,9.0
11070,,,,,,2010,123341.0,217.0,,,6.0,127.0,10.0
11103,,,,,,2010,123457.0,51.0,,,0.0,18.0,1.0
11140,,,,,,2010,123484.0,44.0,,,1.0,18.0,2.0
11165,,,,,,2010,123493.0,16.0,,,4.0,13.0,0.0
11194,,,,,,2010,123554.0,201.0,,,3.0,105.0,11.0
11236,,,,,,2010,123563.0,156.0,,,12.0,85.0,16.0
11275,,,,,,2010,123572.0,241.0,,,3.0,122.0,14.0
11321,,,,,,2010,123581.0,4.0,,,0.0,0.0,0.0
11348,,,,,,2010,123651.0,59.0,,,1.0,25.0,3.0
11389,,,,,,2010,123800.0,189.0,,,8.0,105.0,41.0
11433,,,,,,2010,123952.0,26.0,,,0.0,9.0,3.0
11476,,,,,,2010,123961.0,3727.0,,,112.0,1475.0,194.0
11535,,,,,,2010,124113.0,44.0,,,2.0,22.0,2.0
11572,,,,,,2010,124283.0,20.0,,,2.0,7.0,1.0
11605,,,,,,2010,124292.0,32.0,,,0.0,4.0,2.0
11638,,,,,,2010,124557.0,308.0,,,6.0,123.0,18.0
11706,,,,,,2010,125028.0,145.0,,,4.0,70.0,24.0
11733,,,,,,2010,125082.0,4.0,,,0.0,4.0,0.0
11759,,,,,,2010,125091.0,124.0,,,8.0,52.0,13.0
11797,,,,,,2010,125170.0,56.0,,,4.0,23.0,9.0
11833,,,,,,2010,125310.0,2.0,,,0.0,1.0,2.0
11853,,,,,,2010,125471.0,108.0,,,20.0,62.0,12.0
11880,,,,,,2010,125532.0,32.0,,,3.0,28.0,2.0
11909,,,,,,2010,125727.0,95.0,,,1.0,38.0,5.0
11955,,,,,,2010,125763.0,153.0,,,5.0,79.0,21.0
11999,,,,,,2010,126049.0,36.0,,,2.0,19.0,0.0
12029,,,,,,2010,126100.0,1.0,,,0.0,1.0,0.0
12053,,,,,,2010,126119.0,79.0,,,1.0,40.0,3.0
12086,,,,,,2010,126182.0,110.0,,,0.0,49.0,19.0
12134,,,,,,2010,126207.0,101.0,,,0.0,54.0,6.0
12175,,,,,,2010,126289.0,106.0,,,0.0,71.0,4.0
12217,,,,,,2010,126562.0,3932.0,,,43.0,2088.0,186.0
12281,,,,,,2010,126614.0,2124.0,,,32.0,780.0,111.0
12349,,,,,,2010,126678.0,191.0,,,6.0,86.0,21.0
12398,,,,,,2010,126711.0,111.0,,,0.0,55.0,6.0
12442,,,,,,2010,126748.0,43.0,,,0.0,23.0,0.0
12484,,,,,,2010,126775.0,369.0,,,4.0,105.0,14.0
12534,,,,,,2010,126827.0,20.0,,,1.0,8.0,0.0
12558,,,,,,2010,126854.0,3.0,,,0.0,3.0,0.0
12583,,,,,,2010,126863.0,51.0,,,4.0,31.0,2.0
12614,,,,,,2010,126915.0,10.0,,,0.0,6.0,1.0
12644,,,,,,2010,126942.0,105.0,,,5.0,56.0,5.0
12672,,,,,,2010,126951.0,54.0,,,0.0,3.0,3.0
12705,,,,,,2010,127060.0,708.0,,,16.0,312.0,39.0
12763,,,,,,2010,127185.0,166.0,,,2.0,88.0,6.0
12801,,,,,,2010,127219.0,2.0,,,0.0,2.0,0.0
12823,,,,,,2010,127273.0,18.0,,,1.0,7.0,2.0
12860,,,,,,2010,127556.0,263.0,,,1.0,121.0,4.0
12902,,,,,,2010,127565.0,557.0,,,28.0,275.0,48.0
12936,,,,,,2010,127653.0,50.0,,,2.0,28.0,2.0
12980,,,,,,2010,127714.0,9.0,,,1.0,1.0,0.0
13021,,,,,,2010,127741.0,490.0,,,7.0,244.0,31.0
13071,,,,,,2010,127778.0,35.0,,,0.0,24.0,2.0
13113,,,,,,2010,127820.0,169.0,,,6.0,106.0,4.0
13152,,,,,,2010,128179.0,41.0,,,6.0,13.0,4.0
13178,,,,,,2010,128188.0,43.0,,,1.0,29.0,9.0
13208,,,,,,2010,128258.0,50.0,,,0.0,26.0,4.0
13257,,,,,,2010,128337.0,5.0,,,0.0,5.0,2.0
13272,,,,,,2010,128540.0,8.0,,,0.0,5.0,3.0
13296,,,,,,2010,128577.0,30.0,,,1.0,14.0,2.0
13326,,,,,,2010,128683.0,38.0,,,4.0,24.0,1.0
13355,,,,,,2010,128726.0,13.0,,,1.0,13.0,0.0
13381,,,,,,2010,128744.0,123.0,,,3.0,52.0,2.0
13424,,,,,,2010,128771.0,451.0,,,24.0,192.0,25.0
13503,,,,,,2010,129020.0,2289.0,,,63.0,915.0,85.0
13566,,,,,,2010,129154.0,90.0,,,11.0,63.0,5.0
13603,,,,,,2010,129181.0,45.0,,,0.0,0.0,2.0
13635,,,,,,2010,129215.0,200.0,,,14.0,91.0,11.0
13674,,,,,,2010,129349.0,8.0,,,1.0,8.0,2.0
13696,,,,,,2010,129428.0,7.0,,,0.0,0.0,2.0
13726,,,,,,2010,129491.0,9.0,,,1.0,3.0,0.0
13758,,,,,,2010,129525.0,347.0,,,1.0,142.0,9.0
13795,,,,,,2010,129534.0,19.0,,,1.0,6.0,1.0
13834,,,,,,2010,129543.0,82.0,,,7.0,45.0,1.0
13868,,,,,,2010,129923.0,35.0,,,1.0,24.0,0.0
13896,,,,,,2010,130004.0,108.0,,,2.0,64.0,4.0
13931,,,,,,2010,130040.0,30.0,,,1.0,18.0,0.0
13966,,,,,,2010,130183.0,57.0,,,5.0,34.0,0.0
14006,,,,,,2010,130253.0,261.0,,,7.0,141.0,2.0
14054,,,,,,2010,130314.0,133.0,,,10.0,92.0,10.0
14104,,,,,,2010,130396.0,107.0,,,9.0,62.0,3.0
14146,,,,,,2010,130493.0,439.0,,,30.0,223.0,18.0
14189,,,,,,2010,130509.0,14.0,,,2.0,11.0,0.0
14217,,,,,,2010,130606.0,64.0,,,1.0,36.0,0.0
14261,,,,,,2010,130697.0,352.0,,,16.0,161.0,17.0
14313,,,,,,2010,130776.0,212.0,,,8.0,111.0,8.0
14369,,,,,,2010,130794.0,4698.0,,,111.0,1870.0,109.0
14423,,,,,,2010,130873.0,14.0,,,1.0,12.0,1.0
14447,,,,,,2010,130882.0,2.0,,,0.0,2.0,0.0
14478,,,,,,2010,130891.0,122.0,,,4.0,85.0,1.0
14521,,,,,,2010,130907.0,92.0,,,8.0,53.0,3.0
14560,,,,,,2010,130916.0,189.0,,,11.0,115.0,5.0
14603,,,,,,2010,130943.0,1112.0,,,45.0,450.0,38.0
14654,,,,,,2010,130989.0,17.0,,,1.0,6.0,0.0
14695,,,,,,2010,131159.0,792.0,,,38.0,371.0,39.0
14748,,,,,,2010,131399.0,295.0,,,187.0,151.0,1.0
14799,,,,,,2010,131469.0,1259.0,,,76.0,553.0,44.0
14856,,,,,,2010,131496.0,1486.0,,,62.0,698.0,33.0
14912,,,,,,2010,131520.0,1379.0,,,876.0,578.0,32.0
14967,,,,,,2010,132471.0,356.0,,,29.0,197.0,57.0
15013,,,,,,2010,132602.0,192.0,,,98.0,102.0,7.0
15041,,,,,,2010,132675.0,18.0,,,2.0,10.0,0.0
15068,,,,,,2010,132693.0,221.0,,,16.0,129.0,5.0
15120,,,,,,2010,132709.0,405.0,,,69.0,210.0,76.0
15171,,,,,,2010,132851.0,127.0,,,8.0,66.0,1.0
15216,,,,,,2010,132879.0,12.0,,,0.0,4.0,0.0
15255,,,,,,2010,132903.0,1490.0,,,49.0,604.0,99.0
15303,,,,,,2010,133021.0,43.0,,,1.0,26.0,1.0
15343,,,,,,2010,133386.0,292.0,,,24.0,150.0,12.0
15386,,,,,,2010,133492.0,137.0,,,2.0,61.0,4.0
15425,,,,,,2010,133508.0,172.0,,,9.0,91.0,6.0
15468,,,,,,2010,133526.0,50.0,,,35.0,29.0,1.0
15506,,,,,,2010,133650.0,631.0,,,433.0,292.0,15.0
15553,,,,,,2010,133669.0,819.0,,,47.0,365.0,59.0
15606,,,,,,2010,133702.0,401.0,,,53.0,216.0,22.0
15654,,,,,,2010,133872.0,82.0,,,14.0,60.0,7.0
15701,,,,,,2010,133881.0,329.0,,,10.0,88.0,14.0
15755,,,,,,2010,133951.0,1340.0,,,78.0,561.0,227.0
15806,,,,,,2010,133960.0,25.0,,,0.0,16.0,1.0
15839,,,,,,2010,134079.0,122.0,,,3.0,60.0,10.0
15888,,,,,,2010,134097.0,1811.0,,,79.0,721.0,67.0
15953,,,,,,2010,134130.0,4229.0,,,156.0,1629.0,271.0
16010,,,,,,2010,134343.0,107.0,,,9.0,66.0,3.0
16051,,,,,,2010,134495.0,311.0,,,25.0,173.0,27.0
16088,,,,,,2010,134510.0,8.0,,,0.0,3.0,0.0
16124,,,,,,2010,134608.0,211.0,,,22.0,112.0,11.0
16168,,,,,,2010,134680.0,8.0,,,0.0,2.0,0.0
16193,,,,,,2010,134909.0,7.0,,,1.0,6.0,0.0
16219,,,,,,2010,135081.0,1017.0,,,125.0,615.0,140.0
16251,,,,,,2010,135160.0,65.0,,,3.0,39.0,4.0
16287,,,,,,2010,135188.0,81.0,,,5.0,55.0,1.0
16322,,,,,,2010,135276.0,43.0,,,8.0,20.0,1.0
16347,,,,,,2010,135294.0,29.0,,,11.0,21.0,8.0
16374,,,,,,2010,135337.0,7.0,,,0.0,5.0,0.0
16399,,,,,,2010,135391.0,130.0,,,6.0,80.0,7.0
16441,,,,,,2010,135647.0,3.0,,,0.0,1.0,2.0
16485,,,,,,2010,135717.0,725.0,,,119.0,386.0,315.0
16538,,,,,,2010,135726.0,2516.0,,,86.0,937.0,510.0
16594,,,,,,2010,136066.0,22.0,,,0.0,7.0,4.0
16616,,,,,,2010,136109.0,12.0,,,2.0,10.0,0.0
16642,,,,,,2010,136145.0,34.0,,,3.0,20.0,2.0
16685,,,,,,2010,136172.0,487.0,,,20.0,226.0,18.0
16734,,,,,,2010,136206.0,14.0,,,1.0,5.0,0.0
16771,,,,,,2010,136233.0,99.0,,,4.0,56.0,2.0
16808,,,,,,2010,136303.0,47.0,,,10.0,37.0,4.0
16840,,,,,,2010,136358.0,300.0,,,38.0,170.0,29.0
16890,,,,,,2010,136400.0,153.0,,,10.0,104.0,9.0
16934,,,,,,2010,136473.0,180.0,,,12.0,106.0,5.0
16965,,,,,,2010,136491.0,43.0,,,7.0,20.0,0.0
16996,,,,,,2010,136516.0,151.0,,,11.0,88.0,8.0
17032,,,,,,2010,136701.0,9.0,,,0.0,3.0,4.0
17056,,,,,,2010,136765.0,38.0,,,1.0,26.0,1.0
17089,,,,,,2010,136774.0,92.0,,,1.0,26.0,2.0
17121,,,,,,2010,136783.0,2.0,,,0.0,1.0,0.0
17145,,,,,,2010,136950.0,219.0,,,6.0,96.0,13.0
17177,,,,,,2010,137023.0,16.0,,,1.0,7.0,0.0
17214,,,,,,2010,137078.0,379.0,,,33.0,211.0,18.0
17261,,,,,,2010,137087.0,43.0,,,14.0,20.0,2.0
17298,,,,,,2010,137096.0,240.0,,,16.0,137.0,14.0
17325,,,,,,2010,137120.0,63.0,,,1.0,43.0,2.0
17354,,,,,,2010,137209.0,197.0,,,11.0,124.0,15.0
17404,,,,,,2010,137281.0,133.0,,,9.0,67.0,3.0
17448,,,,,,2010,137315.0,65.0,,,3.0,38.0,1.0
17494,,,,,,2010,137351.0,1601.0,,,75.0,702.0,107.0
17545,,,,,,2010,137476.0,104.0,,,10.0,44.0,19.0
17579,,,,,,2010,137537.0,8.0,,,3.0,6.0,0.0
17608,,,,,,2010,137546.0,265.0,,,13.0,119.0,16.0
17649,,,,,,2010,137591.0,22.0,,,2.0,20.0,3.0
17677,,,,,,2010,137759.0,193.0,,,38.0,112.0,15.0
17716,,,,,,2010,138187.0,495.0,,,43.0,288.0,43.0
17755,,,,,,2010,138284.0,30.0,,,3.0,15.0,0.0
17786,,,,,,2010,138354.0,331.0,,,18.0,149.0,9.0
17832,,,,,,2010,138558.0,102.0,,,7.0,53.0,0.0
17874,,,,,,2010,138600.0,73.0,,,4.0,47.0,3.0
17919,,,,,,2010,138691.0,160.0,,,15.0,97.0,5.0
17962,,,,,,2010,138716.0,183.0,,,105.0,83.0,5.0
17999,,,,,,2010,138761.0,17.0,,,2.0,6.0,0.0
18036,,,,,,2010,138789.0,265.0,,,21.0,153.0,6.0
18076,,,,,,2010,138822.0,22.0,,,5.0,20.0,1.0
18104,,,,,,2010,138901.0,76.0,,,55.0,32.0,1.0
18134,,,,,,2010,138938.0,7.0,,,0.0,5.0,0.0
18160,,,,,,2010,138947.0,189.0,,,134.0,80.0,1.0
18199,,,,,,2010,139010.0,64.0,,,8.0,37.0,1.0
18235,,,,,,2010,139074.0,20.0,,,12.0,16.0,0.0
18255,,,,,,2010,139092.0,5.0,,,3.0,4.0,0.0
18277,,,,,,2010,139144.0,165.0,,,2.0,72.0,2.0
18310,,,,,,2010,139153.0,10.0,,,4.0,1.0,1.0
18342,,,,,,2010,139250.0,87.0,,,7.0,48.0,3.0
18381,,,,,,2010,139311.0,229.0,,,40.0,119.0,3.0
18423,,,,,,2010,139366.0,293.0,,,33.0,128.0,7.0
18472,,,,,,2010,139463.0,160.0,,,4.0,84.0,4.0
18507,,,,,,2010,139621.0,70.0,,,7.0,32.0,2.0
18543,,,,,,2010,139630.0,47.0,,,2.0,20.0,0.0
18583,,,,,,2010,139658.0,3805.0,,,260.0,1593.0,113.0
18642,,,,,,2010,139700.0,125.0,,,8.0,71.0,2.0
18674,,,,,,2010,139746.0,5.0,,,2.0,3.0,0.0
18697,,,,,,2010,139755.0,1080.0,,,29.0,272.0,33.0
18746,,,,,,2010,139764.0,107.0,,,4.0,52.0,2.0
18791,,,,,,2010,139861.0,321.0,,,18.0,179.0,11.0
18834,,,,,,2010,139931.0,822.0,,,43.0,389.0,26.0
18887,,,,,,2010,139940.0,1306.0,,,140.0,632.0,38.0
18948,,,,,,2010,139959.0,2588.0,,,153.0,1067.0,83.0
19009,,,,,,2010,139968.0,122.0,,,15.0,58.0,0.0
19048,,,,,,2010,139986.0,115.0,,,25.0,59.0,1.0
19092,,,,,,2010,140164.0,743.0,,,65.0,416.0,21.0
19142,,,,,,2010,140234.0,72.0,,,2.0,39.0,0.0
19182,,,,,,2010,140331.0,171.0,,,33.0,99.0,1.0
19226,,,,,,2010,140599.0,72.0,,,8.0,37.0,2.0
19272,,,,,,2010,140720.0,53.0,,,30.0,17.0,1.0
19315,,,,,,2010,140960.0,211.0,,,88.0,100.0,6.0
19359,,,,,,2010,141097.0,221.0,,,16.0,70.0,2.0
19402,,,,,,2010,141158.0,47.0,,,3.0,28.0,0.0
19439,,,,,,2010,141237.0,46.0,,,4.0,19.0,0.0
19479,,,,,,2010,141264.0,490.0,,,27.0,240.0,11.0
19524,,,,,,2010,141334.0,439.0,,,27.0,242.0,6.0
19564,,,,,,2010,141361.0,79.0,,,1.0,37.0,2.0
19607,,,,,,2010,141565.0,221.0,,,1.0,104.0,5.0
19655,,,,,,2010,141574.0,1534.0,,,20.0,666.0,36.0
19713,,,,,,2010,141644.0,182.0,,,1.0,89.0,5.0
19770,,,,,,2010,141680.0,128.0,,,1.0,42.0,1.0
19808,,,,,,2010,141796.0,197.0,,,4.0,104.0,3.0
19844,,,,,,2010,141802.0,58.0,,,0.0,28.0,1.0
19882,,,,,,2010,141811.0,163.0,,,1.0,85.0,6.0
19920,,,,,,2010,141839.0,93.0,,,1.0,54.0,1.0
19950,,,,,,2010,141848.0,5.0,,,2.0,2.0,0.0
20005,,,,,,2010,141981.0,63.0,,,3.0,29.0,2.0
20044,,,,,,2010,141990.0,46.0,,,0.0,19.0,0.0
20076,,,,,,2010,142054.0,16.0,,,0.0,10.0,0.0
20101,,,,,,2010,142090.0,9.0,,,0.0,2.0,0.0
20138,,,,,,2010,142115.0,684.0,,,3.0,328.0,19.0
20196,,,,,,2010,142179.0,38.0,,,0.0,23.0,0.0
