,Unit Id,Grand total enrolled,Black total enrolled,Hispanic total enrolled,Total women enrolled,Year
77710,187000,233,38,103,8,2018
77711,187046,77,6,3,65,2018
77712,187134,6823,412,910,3904,2018
77713,187198,4223,1088,1746,2306,2018
77714,187444,7270,1411,2333,4025,2018
77715,187505,742,154,226,659,2018
77716,187532,6345,160,3464,3448,2018
77717,187596,863,3,4,485,2018
77718,187620,3417,55,2570,1895,2018
77719,187639,772,45,381,544,2018
77720,187648,2488,156,1044,1433,2018
77721,187666,972,17,488,559,2018
77722,187745,272,2,25,154,2018
77723,187897,1238,90,736,702,2018
77724,187903,629,72,306,383,2018
77725,187912,412,58,118,78,2018
77726,187958,883,6,110,548,2018
77727,187967,1269,20,405,352,2018
77728,187976,174,1,106,89,2018
77729,187985,13624,325,6571,7589,2018
77730,187994,384,20,151,243,2018
77731,188003,374,4,204,257,2018
77732,188021,164,0,67,112,2018
77733,188030,9712,248,5931,5371,2018
77734,188049,562,6,398,355,2018
77735,188058,632,18,439,391,2018
77736,188100,2374,18,415,1424,2018
77737,188137,1050,12,602,593,2018
77738,188182,343,53,95,124,2018
77739,188216,319,0,0,175,2018
77740,188225,301,2,169,187,2018
77741,188261,223,4,116,101,2018
77742,188289,15,0,13,14,2018
77743,188304,1189,98,612,713,2018
77744,188340,1294,226,433,157,2018
77745,188429,5056,425,884,3477,2018
77746,188438,2090,108,102,1124,2018
77747,188517,287,82,50,179,2018
77748,188526,854,46,54,512,2018
77749,188641,1572,179,150,769,2018
77750,188650,149,89,35,137,2018
77751,188669,93,30,2,75,2018
77752,188678,270,25,14,167,2018
77753,188687,61,18,8,41,2018
77754,188696,173,10,19,152,2018
77755,188854,1676,283,400,1171,2018
77756,188890,934,186,111,21,2018
77757,188915,45,1,1,40,2018
77758,188942,195,0,0,195,2018
77759,189088,1820,115,177,1095,2018
77760,189097,2519,148,294,2519,2018
77761,189219,261,80,93,8,2018
77762,189228,2834,556,626,1771,2018
77763,189255,102,14,12,102,2018
77764,189264,6,0,0,0,2018
77765,189273,74,0,0,0,2018
77766,189282,89,23,7,73,2018
77767,189404,29,9,9,29,2018
77768,189413,639,125,491,514,2018
77769,189468,85,13,27,82,2018
77770,189477,48,19,24,46,2018
77771,189547,3771,485,292,2130,2018
77772,189556,176,44,6,149,2018
77773,189565,173,17,8,110,2018
77774,189574,333,117,41,226,2018
77775,189583,326,229,31,235,2018
77776,189592,156,64,20,119,2018
77777,189705,2166,192,118,1051,2018
77778,189714,155,29,25,154,2018
77779,189811,552,199,115,421,2018
77780,189839,1420,107,41,866,2018
77781,189848,708,85,26,496,2018
77782,189857,449,0,0,0,2018
77783,189954,17,11,1,10,2018
77784,189990,152,25,40,148,2018
77785,190008,48,2,7,33,2018
77786,190044,3016,72,140,941,2018
77787,190053,601,35,23,313,2018
77788,190071,26,2,13,23,2018
77789,190099,2936,135,270,1625,2018
77790,190114,621,335,195,451,2018
77791,190150,7666,532,1027,3581,2018
77792,190169,622,53,65,361,2018
77793,190239,99,60,25,95,2018
77794,190248,1112,126,203,863,2018
77795,190318,115,35,11,102,2018
77796,190372,856,29,86,332,2018
77797,190415,15175,1038,2043,8038,2018
77798,190442,1663,107,59,894,2018
77799,190451,81,2,1,66,2018
77800,190503,2956,203,476,1506,2018
77801,190512,11495,880,2769,5461,2018
77802,190521,18076,4732,8324,10241,2018
77803,190530,6685,1707,4356,3666,2018
77804,190549,11142,2041,2661,6282,2018
77805,190558,9567,1354,2625,5078,2018
77806,190567,10248,1453,3857,5408,2018
77807,190576,411,111,142,291,2018
77808,190585,4138,995,2744,2723,2018
77809,190594,13111,1169,4077,8490,2018
77810,190600,10740,1642,5682,6462,2018
77811,190619,8154,2421,1834,4354,2018
77812,190628,10671,1749,4834,6111,2018
77813,190637,7794,1837,4701,5189,2018
77814,190646,4705,3527,788,3274,2018
77815,190655,10902,2852,3920,4410,2018
77816,190664,12201,953,3478,6568,2018
77817,190673,9232,2142,3089,4645,2018
77818,190691,5085,1803,1403,3309,2018
77819,190707,8,0,0,6,2018
77820,190716,1262,114,55,907,2018
77821,190725,1495,147,111,1019,2018
77822,190752,33,0,0,0,2018
77823,190761,1304,215,442,852,2018
77824,190840,3666,486,838,1894,2018
77825,190956,21,2,1,13,2018
77826,190974,105,16,6,82,2018
77827,190983,746,31,41,504,2018
77828,191083,6706,1272,382,3257,2018
77829,191126,7246,610,1484,6079,2018
77830,191199,2377,175,142,1250,2018
77831,191205,575,135,93,190,2018
77832,191241,9149,346,1289,5234,2018
77833,191287,242,18,45,131,2018
77834,191302,1139,98,140,638,2018
77835,191311,139,4,8,95,2018
77836,191339,2047,154,121,1303,2018
77837,191515,1991,85,188,1048,2018
77838,191533,1156,113,60,675,2018
77839,191597,174,122,14,154,2018
77840,191612,1396,205,115,783,2018
77841,191621,688,33,49,382,2018
77842,191630,2208,142,116,1142,2018
77843,191649,6329,546,778,3531,2018
77844,191676,926,57,16,540,2018
77845,191719,5636,680,446,2401,2018
77846,191728,727,135,173,593,2018
77847,191931,2961,333,736,1490,2018
77848,191940,78,22,8,71,2018
77849,191959,82,7,18,7,2018
77850,191968,5991,341,526,3428,2018
77851,191986,1935,99,153,1106,2018
77852,192004,291,9,47,202,2018
77853,192022,1802,166,196,1039,2018
77854,192040,147,0,11,80,2018
77855,192110,487,41,43,228,2018
77856,192165,159,0,0,0,2018
77857,192192,1374,90,71,996,2018
77858,192271,1391,257,173,1242,2018
77859,192323,2353,139,165,1337,2018
77860,192448,5688,827,740,3774,2018
77861,192484,59,42,8,57,2018
77862,192509,554,73,157,394,2018
77863,192624,149,0,0,0,2018
77864,192688,513,225,221,433,2018
77865,192703,3455,187,791,1575,2018
77866,192712,507,22,9,254,2018
77867,192749,1514,150,407,911,2018
77868,192785,243,21,15,206,2018
77869,192800,10,3,1,9,2018
77870,192819,5139,211,529,2983,2018
77871,192864,1861,150,311,1433,2018
77872,192925,1402,279,56,1005,2018
77873,192961,10,1,0,8,2018
77874,192970,15,1,0,12,2018
77875,193016,5001,1086,2106,3263,2018
77876,193052,206,0,0,0,2018
77877,193061,33,0,0,0,2018
77878,193070,43,0,0,0,2018
77879,193122,52,17,12,41,2018
77880,193186,31,11,14,29,2018
77881,193201,393,87,14,322,2018
77882,193247,133,0,0,0,2018
77883,193265,64,2,0,0,2018
77884,193283,3161,356,289,1587,2018
77885,193292,2763,239,491,1945,2018
77886,193308,4265,1741,1760,2492,2018
77887,193326,7483,1653,851,3960,2018
77888,193353,1675,110,294,1159,2018
77889,193380,30,13,6,25,2018
77890,193399,1562,249,689,1101,2018
77891,193478,10100,1987,3177,4746,2018
77892,193584,2176,118,128,1615,2018
77893,193609,83,6,13,43,2018
77894,193645,2003,962,547,1655,2018
77895,193654,6624,329,788,4968,2018
77896,193672,40,9,1,6,2018
77897,193858,354,79,231,324,2018
77898,193900,25725,1816,3854,14825,2018
77899,193946,2954,386,133,1598,2018
77900,193973,2670,115,130,1683,2018
77901,193991,28,5,13,27,2018
77902,194028,790,25,14,464,2018
77903,194091,3250,312,561,1260,2018
77904,194116,119,4,14,94,2018
77905,194161,1090,296,319,633,2018
77906,194189,94,0,0,0,2018
77907,194222,4725,855,396,2327,2018
77908,194240,2964,381,1015,1598,2018
77909,194259,30,4,1,26,2018
77910,194310,7943,816,960,4947,2018
77911,194392,731,25,29,236,2018
77912,194435,49,8,3,46,2018
77913,194499,823,261,269,663,2018
77914,194569,125,21,3,58,2018
77915,194578,3536,142,347,2490,2018
77916,194657,174,0,0,0,2018
77917,194666,359,0,0,0,2018
77918,194693,47,0,0,0,2018
77919,194736,156,0,0,0,2018
77920,194763,267,0,0,0,2018
77921,194824,6607,265,618,2099,2018
77922,194958,1201,100,76,852,2018
77923,195003,12486,552,960,4095,2018
77924,195030,6293,311,448,3085,2018
77925,195058,3542,644,1030,1641,2018
77926,195067,312,193,75,294,2018
77927,195128,1357,152,138,1077,2018
77928,195164,1724,96,113,800,2018
77929,195173,2195,418,529,1332,2018
77930,195191,244,18,0,222,2018
77931,195216,2407,81,116,1326,2018
77932,195234,2402,409,168,1611,2018
77933,195243,1164,119,279,570,2018
77934,195289,6,1,0,5,2018
77935,195304,1396,65,131,1023,2018
77936,195322,1729,298,173,919,2018
77937,195438,138,0,0,0,2018
77938,195474,3046,107,257,1690,2018
77939,195526,2585,131,239,1583,2018
77940,195544,824,169,209,564,2018
77941,195562,2661,109,393,1811,2018
77942,195702,101,0,0,90,2018
77943,195720,2616,102,126,1513,2018
77944,195784,579,119,79,500,2018
77945,195809,11734,1864,1285,6736,2018
77946,195933,62,8,23,28,2018
77947,195988,784,185,221,398,2018
77948,196006,3456,457,330,1214,2018
77949,196015,2743,435,320,1524,2018
77950,196024,2514,470,422,1227,2018
77951,196033,2061,230,243,1088,2018
77952,196042,7689,705,1739,3167,2018
77953,196051,2508,576,207,1206,2018
77954,196060,12899,2516,2301,6619,2018
77955,196079,13630,707,1588,6801,2018
77956,196088,19941,1640,1534,8534,2018
77957,196097,16341,1140,1917,7927,2018
77958,196103,1776,26,107,837,2018
77959,196112,1920,124,172,558,2018
77960,196121,6343,704,508,3567,2018
77961,196130,7278,2548,981,4209,2018
77962,196149,6218,371,816,3517,2018
77963,196158,4314,382,444,2482,2018
77964,196167,5375,162,467,3309,2018
77965,196176,6190,356,1283,3844,2018
77966,196185,5942,295,900,3666,2018
77967,196194,6767,676,833,3363,2018
77968,196200,3221,423,503,1934,2018
77969,196219,3767,468,890,2199,2018
77970,196237,4143,1210,1107,2490,2018
77971,196246,4853,472,592,2744,2018
77972,196255,193,44,27,155,2018
77973,196264,3599,758,510,2544,2018
77974,196291,1542,74,219,191,2018
77975,196307,162,5,14,116,2018
77976,196389,646,271,169,506,2018
77977,196413,14655,906,1357,7928,2018
77978,196431,310,0,0,0,2018
77979,196440,6,0,0,0,2018
77980,196565,1605,254,207,865,2018
77981,196583,21,0,0,0,2018
77982,196592,3934,425,273,2727,2018
77983,196653,589,109,40,510,2018
77984,196699,1420,111,257,690,2018
77985,196866,2195,84,175,1011,2018
77986,197018,1988,0,5,0,2018
77987,197027,996,24,76,182,2018
77988,197036,4589,559,466,1044,2018
77989,197045,2909,313,262,1665,2018
77990,197133,2442,98,280,1437,2018
77991,197142,440,131,38,259,2018
77992,197151,3610,139,365,2550,2018
77993,197197,1725,132,222,1120,2018
77994,197221,104,0,2,25,2018
77995,197230,463,71,66,296,2018
77996,197285,717,302,313,446,2018
77997,197294,6156,1333,2316,2968,2018
77998,197337,46,16,16,46,2018
77999,197531,497,11,29,284,2018
78000,197601,147,0,0,0,2018
78001,197647,88,0,0,0,2018
78002,197674,194,0,0,0,2018
78003,197692,69,0,0,0,2018
78004,197708,2633,0,8,1265,2018
78005,197735,492,0,0,0,2018
78006,197744,178,0,0,0,2018
78007,197814,999,127,42,642,2018
78008,197850,568,81,75,345,2018
78009,197869,16421,566,1046,9185,2018
78010,197887,2242,77,213,1271,2018
78011,197911,932,183,86,574,2018
78012,197966,461,86,55,289,2018
78013,197984,1440,185,21,701,2018
78014,197993,463,396,8,463,2018
78015,198011,187,33,24,128,2018
78016,198039,625,29,71,353,2018
78017,198066,687,87,49,297,2018
78018,198084,553,66,52,281,2018
78019,198109,148,13,11,136,2018
78020,198118,1284,57,105,751,2018
78021,198136,3471,484,293,1913,2018
78022,198154,3552,372,322,1854,2018
78023,198190,37,19,2,4,2018
78024,198206,419,39,23,277,2018
78025,198215,1229,247,91,646,2018
78026,198233,1684,130,217,903,2018
78027,198251,1752,339,307,1013,2018
78028,198260,6781,1579,906,3587,2018
78029,198303,1356,894,47,688,2018
78030,198321,961,196,38,626,2018
78031,198330,1877,305,248,1114,2018
78032,198367,1038,148,80,558,2018
78033,198376,1446,167,132,845,2018
78034,198385,1843,127,149,887,2018
78035,198419,6659,672,628,3348,2018
78036,198455,1376,395,266,757,2018
78037,198464,19562,3119,1366,11065,2018
78038,198491,650,394,28,503,2018
78039,198507,1425,1018,58,804,2018
78040,198516,6029,337,393,3610,2018
78041,198534,4509,1725,584,2706,2018
78042,198543,4058,2625,346,2762,2018
78043,198552,2926,586,408,1550,2018
78044,198561,1641,209,64,1017,2018
78045,198570,1430,153,125,856,2018
78046,198598,737,187,32,343,2018
78047,198613,1388,330,132,715,2018
78048,198622,4316,1491,406,2363,2018
78049,198640,432,224,16,258,2018
78050,198668,574,9,16,288,2018
78051,198677,23,7,1,14,2018
78052,198695,4504,224,243,2585,2018
78053,198710,742,83,45,420,2018
78054,198729,334,102,60,225,2018
78055,198756,1427,1210,42,877,2018
78056,198774,1355,175,205,777,2018
78057,198808,915,76,65,590,2018
78058,198817,909,238,81,558,2018
78059,198835,1566,188,125,908,2018
78060,198844,178,30,14,177,2018
78061,198862,1139,943,0,574,2018
78062,198871,591,341,0,206,2018
78063,198899,1079,214,60,576,2018
78064,198905,237,51,9,172,2018
78065,198914,322,2,15,199,2018
78066,198923,325,7,25,204,2018
78067,198950,1531,127,132,1531,2018
78068,198969,1578,271,117,742,2018
78069,198978,1505,931,42,1278,2018
78070,198987,974,96,113,547,2018
78071,199005,17,5,0,17,2018
78072,199023,333,46,54,162,2018
78073,199032,570,72,38,256,2018
78074,199069,1367,229,111,789,2018
78075,199078,130,46,11,116,2018
78076,199087,1047,312,86,602,2018
78077,199102,9591,8022,396,5494,2018
78078,199111,3232,168,255,1883,2018
78079,199120,18526,1429,1520,11062,2018
78080,199139,21025,3338,2085,9738,2018
78081,199148,14265,4374,1528,9408,2018
78082,199157,5328,4293,299,3589,2018
78083,199184,884,78,68,472,2018
78084,199193,22317,1246,1279,10524,2018
78085,199209,1677,675,60,899,2018
78086,199218,12157,448,880,7305,2018
78087,199263,205,60,19,73,2018
78088,199272,832,239,96,428,2018
78089,199281,4945,1709,331,2974,2018
78090,199306,845,219,76,484,2018
78091,199324,338,104,19,184,2018
78092,199333,3450,1295,292,2002,2018
78093,199412,1552,216,164,1028,2018
78094,199421,789,32,80,498,2018
78095,199449,1056,265,64,683,2018
78096,199458,176,53,7,84,2018
78097,199467,247,159,2,174,2018
78098,199476,757,153,63,495,2018
78099,199485,524,59,39,319,2018
78100,199494,2349,401,317,1434,2018
78101,199582,750,685,7,371,2018
78102,199607,552,91,95,546,2018
78103,199625,430,99,97,292,2018
78104,199634,1519,265,194,885,2018
78105,199643,1247,799,33,717,2018
78106,199670,84,77,6,45,2018
78107,199689,130,26,15,125,2018
78108,199698,623,157,24,306,2018
78109,199722,484,80,20,262,2018
78110,199731,825,21,73,526,2018
78111,199740,761,107,46,469,2018
78112,199759,312,32,22,99,2018
78113,199768,1057,29,165,617,2018
78114,199786,1581,255,268,939,2018
78115,199795,413,4,23,255,2018
78116,199838,927,262,76,611,2018
78117,199847,5171,331,369,2732,2018
78118,199856,7611,1418,971,3670,2018
78119,199865,638,47,46,409,2018
78120,199883,152,26,6,139,2018
78121,199892,1247,233,179,701,2018
78122,199908,660,38,46,379,2018
78123,199926,1095,20,100,566,2018
78124,199953,369,150,45,233,2018
78125,199962,2683,479,108,1625,2018
78126,199971,65,64,0,27,2018
78127,199980,111,76,7,13,2018
78128,199999,4124,3382,134,2947,2018
78129,200004,8617,448,637,4632,2018
78130,200013,366,36,15,300,2018
78131,200022,2040,56,72,815,2018
78132,200059,900,37,51,517,2018
78133,200086,126,1,8,89,2018
78134,200110,48,0,2,48,2018
78135,200156,868,43,90,424,2018
78136,200192,538,13,29,286,2018
78137,200208,78,1,0,40,2018
78138,200217,1846,34,82,1119,2018
78139,200226,608,46,44,332,2018
78140,200253,1979,89,127,1207,2018
78141,200262,9,0,1,2,2018
78142,200280,8184,152,291,3816,2018
78143,200305,1589,143,50,580,2018
78144,200314,395,68,25,207,2018
78145,200332,10237,264,252,4486,2018
78146,200341,645,33,52,381,2018
78147,200387,25,2,0,25,2018
78148,200466,224,0,0,149,2018
78149,200484,138,9,6,65,2018
78150,200527,479,0,2,277,2018
78151,200554,370,5,0,231,2018
78152,200572,862,20,52,469,2018
78153,200590,88,22,4,66,2018
78154,200624,15,3,0,11,2018
78155,200785,259,74,2,227,2018
78156,200800,12408,1296,366,5721,2018
78157,200846,581,30,15,332,2018
78158,200873,58,0,0,36,2018
78159,201016,56,43,1,53,2018
78160,201034,223,46,5,137,2018
78161,201061,183,21,11,130,2018
78162,201098,35,2,0,24,2018
78163,201104,3490,450,90,1812,2018
78164,201131,82,0,0,81,2018
78165,201159,73,22,1,32,2018
78166,201177,106,3,1,91,2018
78167,201195,2891,255,163,1550,2018
78168,201283,462,6,3,279,2018
78169,201371,605,64,21,260,2018
78170,201399,15,0,0,0,2018
78171,201432,986,94,66,641,2018
78172,201441,12987,1100,532,7288,2018
78173,201469,206,50,26,182,2018
78174,201478,128,1,1,120,2018
78175,201496,302,41,6,104,2018
78176,201539,73,26,0,71,2018
78177,201548,2316,212,98,1436,2018
78178,201645,5095,209,399,2299,2018
78179,201654,3278,48,65,1738,2018
78180,201672,735,50,16,455,2018
78181,201681,76,22,3,72,2018
78182,201690,2029,1796,11,1222,2018
78183,201751,102,45,1,79,2018
78184,201803,86,45,1,79,2018
78185,201821,489,41,6,439,2018
78186,201858,572,162,39,182,2018
78187,201867,78,5,1,53,2018
78188,201885,22990,1479,746,10855,2018
78189,201928,2228,489,69,1148,2018
78190,201946,1618,35,47,882,2018
78191,201955,3200,695,161,1803,2018
78192,201964,2087,557,54,1349,2018
78193,201973,1242,246,16,753,2018
78194,201982,14,1,0,14,2018
78195,202046,649,72,51,435,2018
78196,202073,231,2,0,117,2018
78197,202134,9348,1220,631,4880,2018
78198,202152,184,12,1,142,2018
78199,202161,324,38,8,250,2018
78200,202170,1008,88,67,706,2018
78201,202222,6825,1248,403,3369,2018
78202,202356,6980,1640,614,3791,2018
78203,202435,31,13,0,30,2018
78204,202453,30,22,1,5,2018
78205,202480,8162,215,524,3925,2018
78206,202514,474,69,40,208,2018
78207,202523,2365,147,206,1290,2018
78208,202648,865,27,18,460,2018
78209,202657,222,12,7,133,2018
78210,202684,108,86,6,85,2018
78211,202763,2434,105,87,1628,2018
78212,202806,935,154,18,517,2018
78213,202888,30,9,0,25,2018
78214,202903,174,10,5,86,2018
78215,202912,116,11,2,106,2018
78216,202949,261,29,3,56,2018
78217,202985,116,43,1,106,2018
78218,203030,127,108,0,114,2018
78219,203085,1035,93,30,505,2018
78220,203128,824,136,52,448,2018
78221,203146,367,2,10,19,2018
78222,203155,1829,272,31,754,2018
78223,203234,142,72,4,136,2018
78224,203289,54,22,2,8,2018
78225,203331,1765,356,152,1105,2018
78226,203368,2996,120,115,1420,2018
78227,203386,1470,637,37,1354,2018
78228,203438,51,6,1,49,2018
78229,203447,426,18,32,274,2018
78230,203456,104,1,0,71,2018
78231,203465,1768,73,48,1047,2018
78232,203474,591,41,17,371,2018
78233,203483,748,24,19,428,2018
78234,203492,472,10,6,366,2018
78235,203517,18640,1665,721,11583,2018
78236,203526,496,87,16,268,2018
78237,203535,1721,62,133,947,2018
78238,203544,349,17,7,305,2018
78239,203580,686,103,32,343,2018
78240,203599,2011,229,99,1081,2018
78241,203614,329,6,4,254,2018
78242,203678,764,52,11,495,2018
78243,203720,124,41,31,108,2018
78244,203739,94,23,3,82,2018
78245,203748,2737,248,349,1566,2018
78246,203757,842,84,83,493,2018
78247,203775,1044,130,36,578,2018
78248,203845,992,42,32,398,2018
78249,203881,617,34,10,378,2018
78250,203942,52,3,2,24,2018
78251,203960,434,35,18,364,2018
78252,204006,1791,170,73,964,2018
78253,204015,1171,45,26,620,2018
78254,204024,16714,580,799,8349,2018
78255,204121,28,17,0,28,2018
78256,204158,214,47,1,140,2018
78257,204176,606,67,14,545,2018
78258,204185,2074,176,83,973,2018
78259,204194,1519,42,41,946,2018
78260,204200,1006,111,27,531,2018
78261,204255,699,15,5,380,2018
78262,204264,1353,77,31,706,2018
78263,204334,18,11,0,17,2018
78264,204422,858,37,33,472,2018
78265,204431,24,11,2,23,2018
78266,204440,475,7,32,260,2018
78267,204459,54,38,3,40,2018
78268,204468,1163,363,72,548,2018
78269,204486,3101,105,77,499,2018
78270,204501,2758,141,231,1580,2018
78271,204608,905,187,57,61,2018
78272,204617,952,220,35,490,2018
78273,204635,2118,75,20,953,2018
78274,204662,611,6,18,297,2018
78275,204671,851,38,39,456,2018
78276,204680,883,87,22,465,2018
78277,204699,1029,38,39,498,2018
78278,204705,2461,362,102,1223,2018
78279,204714,90,12,5,87,2018
78280,204723,234,135,3,44,2018
78281,204769,171,45,8,167,2018
78282,204778,100,29,2,99,2018
78283,204796,42831,2537,1857,20873,2018
78284,204802,335,11,6,208,2018
78285,204820,1001,23,16,670,2018
78286,204839,806,19,6,553,2018
78287,204848,1004,33,23,579,2018
78288,204857,17046,892,560,9278,2018
78289,204866,781,19,11,562,2018
78290,204884,176,7,0,165,2018
78291,204893,24,0,0,18,2018
78292,204909,1547,143,94,840,2018
78293,204936,2284,163,95,1406,2018
78294,204945,2506,260,242,1303,2018
78295,204963,23,1,0,21,2018
78296,204981,45,23,4,44,2018
78297,205027,90,2,10,0,2018
78298,205054,440,199,21,381,2018
78299,205090,10,0,0,10,2018
78300,205124,38,0,0,0,2018
78301,205142,134,34,6,81,2018
78302,205179,464,112,3,369,2018
78303,205203,1095,40,10,645,2018
78304,205391,210,4,10,150,2018
78305,205443,2571,136,20,1359,2018
78306,205470,4547,480,170,2325,2018
78307,205559,54,34,3,47,2018
78308,205841,3140,457,64,1692,2018
78309,205887,550,103,56,486,2018
78310,205957,2039,12,226,1224,2018
78311,205966,768,16,11,480,2018
78312,206011,533,33,34,274,2018
78313,206039,37,1,3,36,2018
78314,206048,1724,132,62,789,2018
78315,206084,12941,1374,665,6330,2018
78316,206154,8,3,0,3,2018
78317,206172,51,0,0,48,2018
78318,206181,191,11,0,163,2018
78319,206279,279,41,75,173,2018
78320,206321,27,0,0,22,2018
78321,206330,431,103,10,172,2018
78322,206349,494,86,9,461,2018
78323,206394,69,19,9,51,2018
78324,206437,1715,103,65,1000,2018
78325,206446,740,11,5,488,2018
78326,206491,565,553,0,309,2018
78327,206507,1165,119,21,598,2018
78328,206525,1681,161,62,921,2018
78329,206589,1996,193,107,1080,2018
78330,206604,8449,909,309,4425,2018
78331,206613,715,13,18,407,2018
78332,206622,4782,409,272,2606,2018
78333,206695,9008,785,365,4637,2018
78334,206817,243,57,17,96,2018
78335,206835,563,42,32,279,2018
78336,206862,1528,207,182,771,2018
78337,206880,39,2,0,39,2018
78338,206905,80,4,0,42,2018
78339,206914,2713,319,404,1640,2018
78340,206923,1072,26,98,700,2018
78341,206932,182,75,22,144,2018
78342,206941,10116,949,1219,6029,2018
78343,206996,1183,86,69,776,2018
78344,207041,2456,114,153,1422,2018
78345,207050,781,56,43,483,2018
78346,207069,567,26,55,332,2018
78347,207087,33,2,1,32,2018
78348,207102,88,15,6,71,2018
78349,207157,280,34,65,115,2018
78350,207209,1581,1237,35,1013,2018
78351,207236,1004,18,66,621,2018
78352,207254,979,67,140,86,2018
78353,207263,4641,177,264,2730,2018
78354,207272,24,2,0,19,2018
78355,207281,1693,92,187,951,2018
78356,207290,1383,167,95,693,2018
78357,207306,1430,124,151,821,2018
78358,207324,1753,127,130,887,2018
78359,207342,719,22,64,642,2018
78360,207351,946,60,258,447,2018
78361,207388,17722,697,1411,8754,2018
78362,207397,1628,184,330,957,2018
78363,207403,1788,105,45,1072,2018
78364,207449,4119,305,701,2347,2018
78365,207458,1591,91,170,1072,2018
78366,207500,19063,840,1867,9710,2018
78367,207564,1665,47,135,500,2018
78368,207582,2851,440,371,1710,2018
78369,207661,2254,108,139,1318,2018
78370,207670,2651,417,196,1634,2018
78371,207704,31,1,3,31,2018
78372,207722,728,44,81,493,2018
78373,207740,882,52,47,567,2018
78374,207786,20,2,0,19,2018
78375,207847,2428,138,176,1268,2018
78376,207856,487,90,57,206,2018
78377,207865,3593,136,425,2093,2018
78378,207935,4773,296,477,2841,2018
78379,207962,753,72,112,80,2018
78380,207971,3156,189,239,1420,2018
78381,208017,17,5,2,16,2018
78382,208035,537,40,144,293,2018
78383,208044,19,0,1,14,2018
78384,208053,36,0,11,26,2018
78385,208187,125,7,18,114,2018
78386,208275,853,13,240,495,2018
78387,208318,2302,19,257,1181,2018
78388,208390,4659,35,1396,2535,2018
78389,208406,2368,51,340,1174,2018
78390,208415,334,3,54,166,2018
78391,208433,63,0,20,62,2018
78392,208479,446,33,95,362,2018
78393,208488,1228,47,22,875,2018
78394,208512,321,60,19,264,2018
78395,208646,1689,40,186,1015,2018
78396,208725,81,14,12,43,2018
78397,208822,2485,33,329,1444,2018
78398,208859,42,0,2,34,2018
78399,209038,3638,79,479,1874,2018
78400,209056,2017,54,248,1232,2018
78401,209065,1334,28,231,808,2018
78402,209074,2571,26,307,1250,2018
78403,209083,51,6,3,33,2018
78404,209153,34,1,7,25,2018
78405,209205,60,5,5,53,2018
78406,209241,40,0,22,0,2018
78407,209250,2882,93,417,1553,2018
78408,209287,347,16,44,173,2018
78409,209296,32,1,5,29,2018
78410,209409,417,25,28,252,2018
78411,209490,232,4,33,195,2018
78412,209506,2311,25,249,1009,2018
78413,209533,98,3,11,70,2018
78414,209542,18591,227,1813,8524,2018
78415,209551,17550,410,2269,9491,2018
78416,209603,430,8,33,291,2018
78417,209612,1809,29,286,1120,2018
78418,209667,48,2,6,44,2018
78419,209676,87,0,5,81,2018
78420,209694,32,2,10,21,2018
78421,209700,163,21,19,137,2018
78422,209719,56,3,10,50,2018
78423,209746,10724,484,1380,5483,2018
78424,209807,14291,528,2352,7904,2018
78425,209825,3702,53,480,2235,2018
78426,209922,1453,34,146,782,2018
78427,209940,1808,21,299,1041,2018
78428,210076,575,13,105,429,2018
78429,210146,3397,89,413,2080,2018
78430,210155,949,18,119,479,2018
78431,210234,807,24,235,428,2018
78432,210270,1043,9,3,612,2018
78433,210304,359,42,129,194,2018
78434,210331,871,15,15,521,2018
78435,210340,56,1,11,51,2018
78436,210401,1759,32,229,1020,2018
78437,210429,3884,136,636,2432,2018
78438,210474,63,6,23,39,2018
78439,210492,285,45,24,153,2018
78440,210571,1887,438,281,1134,2018
78441,210599,316,238,20,36,2018
78442,210605,5354,809,260,2774,2018
78443,210669,1724,158,161,950,2018
78444,210711,31,6,9,28,2018
78445,210739,1959,84,243,1204,2018
78446,210748,31,1,0,31,2018
78447,210775,1690,193,178,1125,2018
78448,210784,93,27,9,91,2018
78449,211006,271,32,66,11,2018
78450,211024,329,21,24,178,2018
78451,211079,820,69,24,409,2018
78452,211088,1951,162,192,1326,2018
78453,211149,115,50,5,83,2018
78454,211158,7512,529,540,4296,2018
78455,211273,1350,78,134,1349,2018
78456,211291,3581,127,248,1826,2018
78457,211307,2852,134,227,1478,2018
78458,211316,58,8,2,58,2018
78459,211334,26,0,1,24,2018
78460,211343,1395,51,27,806,2018
78461,211352,1484,321,208,925,2018
78462,211361,4210,593,151,2235,2018
78463,211431,1071,154,29,884,2018
78464,211440,6343,260,593,3112,2018
78465,211468,929,83,125,833,2018
78466,211477,243,48,5,138,2018
78467,211556,1013,57,27,722,2018
78468,211583,1022,292,122,579,2018
78469,211608,433,339,39,260,2018
78470,211635,165,7,0,149,2018
78471,211644,3127,234,83,2011,2018
78472,211802,212,2,3,172,2018
78473,211893,130,6,4,64,2018
78474,211909,108,37,0,2,2018
78475,211927,3083,701,100,1510,2018
78476,211981,1744,160,129,1037,2018
78477,212009,2361,112,208,1368,2018
78478,212045,208,9,12,177,2018
78479,212054,13942,820,888,6421,2018
78480,212106,5896,305,216,3758,2018
78481,212115,5243,1046,634,2937,2018
78482,212133,1463,205,267,952,2018
78483,212160,3201,175,107,1850,2018
78484,212197,1595,47,53,986,2018
78485,212230,42,5,12,40,2018
